SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0,49,0,1,0,23,0,9,0,0
0,0,44,0,0,0,20,0,0,0,0
0,0,60,0,0,0,6,0,0,0,0
0,0,50,4,0,0,27,0,5,1,0
0,0,39,0,0,0,5,0,0,0,4
0,0,50,1,0,0,6,0,0,0,0
0,0,52,0,0,0,23,0,1,0,0
0,0,57,0,0,0,15,0,3,0,4
0,0,66,0,0,0,3,0,0,0,0
0,0,57,0,0,0,20,0,3,0,0
0,0,68,0,0,0,8,0,0,0,0
0,0,48,0,1,0,18,0,7,0,0
0,0,81,0,0,0,23,0,0,0,0
0,0,57,0,0,0,15,0,0,0,0
0,0,51,0,0,0,20,0,5,0,19
0,0,49,0,0,0,25,0,3,0,9
0,0,25,0,0,0,1,1,0,0,0
0,0,62,0,0,0,25,0,3,0,0
0,0,71,0,0,0,6,0,0,0,0
0,0,59,0,0,0,13,0,0,0,0
0,0,34,0,0,0,6,0,3,0,14
0,0,59,0,0,0,22,0,1,0,0
0,0,46,2,0,0,15,0,5,0,19
0,0,54,0,0,0,3,0,1,0,0
0,0,65,0,0,0,8,0,1,0,0
0,0,51,0,0,0,13,0,1,0,0
0,0,30,1,0,0,1,0,0,0,4
0,0,54,0,0,0,30,0,3,0,0
0,0,40,0,0,0,13,0,3,0,0
0,0,42,0,0,0,23,0,3,0,0
0,0,61,0,0,0,10,0,1,0,0
0,0,40,2,0,0,13,0,1,0,9
0,0,59,0,0,0,18,0,3,0,14
0,0,51,0,0,0,25,0,1,1,4
0,0,67,0,0,0,61,0,1,0,0
0,0,74,0,0,0,18,0,1,0,0
0,0,38,0,0,0,10,0,0,0,0
0,0,51,0,0,0,8,0,1,0,0
0,0,51,0,0,0,11,0,0,0,9
0,0,58,0,0,0,15,0,1,0,0
0,0,57,0,0,0,11,0,3,0,0
0,0,29,0,0,0,10,0,0,0,0
0,0,39,2,0,0,13,0,1,0,4
0,0,46,0,0,0,20,0,3,0,0
0,0,25,0,0,0,15,0,1,0,9
0,0,38,0,0,0,6,1,0,0,0
0,0,57,0,0,0,13,0,5,0,4
0,0,57,0,0,0,15,0,5,0,0
0,0,39,0,0,0,11,0,0,0,0
0,0,59,0,0,0,34,0,3,0,0
0,0,61,0,0,0,8,0,0,0,0
0,0,36,0,0,0,5,0,0,0,14
0,0,33,1,0,0,11,0,3,0,4
0,0,43,0,0,0,10,0,3,0,0
0,0,39,0,0,0,17,0,3,0,9
0,0,40,0,0,0,10,0,3,0,9
0,0,38,0,0,0,5,0,0,0,9
0,0,29,0,0,0,3,1,0,0,4
0,0,69,0,0,0,8,0,0,0,0
0,0,28,0,0,0,15,0,0,0,4
0,0,46,1,0,0,20,0,3,0,14
0,0,41,0,0,0,0,0,0,0,4
0,0,29,0,0,0,3,0,1,0,0
0,0,40,0,0,0,8,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
0,0,53,0,0,0,35,0,0,0,0
0,0,40,0,0,0,3,0,0,0,0
0,0,52,0,2,0,23,0,7,0,4
0,0,29,0,0,0,18,0,0,0,0
0,0,60,0,0,0,8,0,0,0,0
0,0,59,0,1,0,10,0,3,0,0
0,0,54,0,0,0,32,0,1,0,0
0,0,38,0,0,0,8,0,1,0,0
0,0,39,0,0,0,0,1,0,0,0
0,0,63,0,0,0,17,0,1,0,0
0,0,61,0,0,0,8,0,0,0,0
0,0,25,0,0,0,8,0,0,0,0
0,0,41,0,0,0,5,0,0,0,0
0,0,36,0,0,0,15,0,1,0,0
0,0,70,0,0,0,18,0,0,0,0
0,0,43,0,0,0,18,0,1,0,9
0,0,47,0,0,0,0,0,0,0,0
0,0,39,0,0,0,13,0,0,0,14
0,0,60,0,0,0,32,0,9,0,0
0,0,56,0,0,0,13,0,3,0,0
0,0,59,0,0,0,15,0,1,0,0
0,0,23,0,0,0,5,0,0,0,0
0,0,56,0,0,0,13,0,3,0,0
0,0,65,0,0,0,27,0,1,0,0
0,0,37,1,0,0,25,0,3,0,9
0,0,32,0,0,0,8,0,0,0,0
0,0,44,2,0,0,22,0,3,0,4
0,0,50,0,0,0,23,0,3,0,9
0,0,52,0,0,0,17,0,3,0,14
0,0,27,0,0,0,6,0,0,0,0
0,0,27,0,0,0,6,0,1,0,0
0,0,59,1,0,0,27,0,5,0,4
0,0,30,0,0,0,6,0,0,0,0
0,0,80,0,0,0,17,0,0,0,0
0,0,46,0,0,0,8,0,0,0,0
0,0,40,0,0,0,13,2,0,2,4
0,0,57,0,0,0,30,0,3,0,4
0,0,39,0,0,0,13,0,0,0,9
0,0,65,0,0,0,10,0,1,0,0
0,0,69,0,0,0,6,0,1,0,0
0,0,54,0,0,0,18,0,1,0,14
0,0,60,0,0,0,17,0,0,0,0
0,0,27,0,0,0,5,0,0,0,0
0,0,55,0,0,0,5,0,1,0,0
0,0,26,2,0,0,6,0,0,0,0
0,0,27,2,0,0,3,1,0,0,0
0,0,49,0,0,0,13,0,1,0,0
0,0,54,0,0,0,10,0,0,0,4
0,0,49,0,0,0,18,0,7,0,4
0,0,41,0,0,0,22,0,1,0,9
0,0,34,0,0,0,8,0,0,0,9
0,0,50,0,0,0,11,0,3,0,0
0,0,60,0,0,0,6,0,1,0,0
0,0,40,1,0,0,5,0,0,0,0
0,0,70,0,0,0,15,0,0,0,0
0,0,58,0,0,0,17,0,1,0,0
0,0,47,0,0,0,15,0,1,0,4
0,0,42,0,0,0,27,0,5,0,39
0,0,40,0,0,1,20,0,11,0,14
0,0,37,0,0,0,22,0,7,0,4
0,0,43,0,0,0,3,0,0,0,19
0,0,53,0,0,0,11,1,5,1,0
0,0,35,2,0,0,27,0,0,1,4
0,0,53,0,0,0,13,0,3,0,0
0,0,28,0,0,0,6,0,0,0,0
0,0,41,0,0,0,17,0,3,0,14
0,0,52,0,1,0,25,0,1,0,0
0,0,53,2,0,0,15,0,0,0,9
0,0,47,1,0,0,5,0,1,0,4
0,0,62,0,0,0,23,0,1,0,0
0,0,60,0,0,0,17,0,0,0,0
0,0,24,4,0,0,13,0,0,0,9
0,0,28,0,0,0,10,0,1,0,0
0,0,47,0,0,0,15,0,7,0,0
0,0,69,0,0,0,8,0,1,0,0
0,0,57,0,0,0,30,0,1,0,0
0,0,71,0,0,0,46,0,1,0,0
0,0,27,1,0,0,3,0,0,2,0
0,0,59,0,0,0,13,0,1,0,4
0,0,70,0,0,0,11,0,1,0,9
0,0,27,0,0,0,15,0,0,0,0
0,0,39,0,0,0,6,0,1,0,0
0,0,45,0,0,0,6,0,3,0,0
0,0,29,1,0,0,13,0,1,0,0
0,0,57,0,0,0,8,0,0,0,0
0,0,56,0,0,0,1,0,0,0,0
0,0,60,0,0,0,27,0,1,0,0
0,0,54,0,0,0,15,0,1,0,4
0,0,36,0,0,0,1,0,0,0,0
0,0,22,0,0,0,8,0,0,0,0
0,0,29,1,0,0,1,1,0,0,0
0,0,46,2,0,0,17,0,1,0,9
0,0,50,0,0,0,13,0,1,0,0
0,0,56,0,0,0,5,0,0,0,0
0,0,60,0,0,0,3,0,1,0,0
0,0,36,0,0,0,15,0,1,0,0
0,0,22,1,0,0,0,0,0,0,0
0,0,45,0,0,0,15,0,0,0,0
0,0,43,0,0,0,3,0,1,0,14
0,0,76,2,0,0,10,0,0,0,0
0,0,69,0,0,0,13,0,1,0,4
0,0,47,0,0,0,17,0,0,0,0
0,0,42,0,0,0,5,0,1,0,9
0,0,19,0,0,0,3,0,0,0,0
0,0,33,0,0,0,27,0,0,0,14
0,0,34,1,0,0,13,0,0,0,0
0,0,61,0,0,0,23,0,3,0,9
0,0,57,0,0,0,8,0,1,0,0
0,0,52,0,0,0,13,0,0,0,9
0,0,44,2,0,0,6,0,0,1,0
0,0,25,1,0,0,8,0,0,1,14
0,0,40,0,0,0,13,0,3,0,4
0,0,44,0,0,0,13,0,0,0,9
0,0,29,0,0,0,1,1,0,1,0
0,0,57,0,0,0,30,0,3,0,0
0,0,42,0,0,0,29,0,1,0,4
0,0,49,0,0,0,6,0,0,0,0
0,0,19,1,0,0,29,0,0,0,0
0,0,66,0,0,0,18,0,0,0,0
0,0,41,0,0,0,10,0,0,0,0
0,0,38,0,0,0,15,0,1,0,4
0,0,32,0,0,0,0,0,0,0,4
0,0,58,0,0,0,18,0,3,0,0
0,0,36,0,0,0,22,0,7,0,4
0,0,40,1,0,0,17,1,3,0,9
0,0,44,0,0,0,22,0,1,0,0
0,0,23,0,0,0,11,0,0,0,4
0,0,62,0,0,0,8,0,0,0,0
0,0,34,0,0,0,23,0,3,0,9
0,0,57,4,0,0,20,0,1,0,0
0,0,38,0,0,0,18,0,1,0,0
0,0,49,0,0,0,8,0,0,0,0
0,0,58,0,0,0,10,0,0,0,0
0,0,42,0,0,0,8,0,0,0,0
0,0,46,0,0,0,18,0,3,0,14
0,0,69,2,0,0,22,1,0,0,0
0,0,74,0,0,0,13,0,0,0,0
0,0,36,0,0,0,1,0,0,0,0
0,0,53,0,0,0,5,0,0,0,0
0,0,32,0,0,0,3,0,0,0,9
0,0,19,0,0,0,5,0,0,0,0
0,0,80,0,0,0,17,0,5,0,0
0,0,45,0,0,0,18,0,3,0,14
0,0,49,0,0,0,5,0,1,0,0
0,0,59,0,2,0,17,0,7,0,0
0,0,35,0,0,0,8,0,1,0,0
0,0,37,0,0,0,11,0,1,1,4
0,0,63,0,0,0,5,0,0,0,9
0,0,52,0,0,0,11,0,1,0,0
0,0,81,0,0,0,8,0,0,0,0
0,0,60,0,0,0,10,0,0,0,0
0,0,56,3,0,0,18,0,5,0,0
0,0,45,0,0,0,15,0,3,0,0
0,0,49,1,0,0,22,0,3,0,4
0,0,50,0,0,0,11,0,1,0,0
0,0,59,0,0,0,11,0,3,0,0
0,0,24,0,0,0,8,0,0,0,0
0,0,56,0,0,0,20,0,7,0,0
0,0,35,0,0,0,10,0,3,0,4
0,0,49,0,0,0,8,0,0,0,0
0,0,59,0,0,0,13,0,0,0,0
0,0,35,0,0,0,8,0,0,0,19
0,0,37,0,0,0,13,0,0,0,4
0,0,48,0,0,0,13,0,3,0,9
0,0,61,1,0,0,23,0,1,0,0
0,0,78,0,0,0,11,0,0,0,4
0,0,44,1,0,1,42,0,25,0,0
0,0,56,0,0,0,22,0,1,0,0
0,0,41,0,0,0,20,0,3,0,0
0,0,57,0,0,0,6,0,0,0,0
0,0,49,0,0,0,13,0,1,1,4
0,0,51,0,0,0,13,0,1,0,4
0,0,35,0,0,0,5,0,0,0,14
0,0,73,0,0,0,5,0,0,0,0
0,0,49,1,0,0,11,0,1,0,0
0,0,46,0,0,0,18,0,3,0,4
0,0,72,0,0,0,10,0,0,0,0
0,0,27,4,0,0,6,0,0,0,9
0,0,39,1,0,0,25,0,1,0,19
0,0,59,0,0,0,10,0,1,0,0
0,0,42,0,0,0,0,0,0,0,0
0,0,28,0,0,0,17,0,3,0,0
0,0,55,0,0,0,34,0,1,0,0
0,0,67,0,0,0,5,0,0,0,0
0,0,19,0,0,0,1,0,0,0,0
0,0,59,0,0,0,13,0,0,0,0
0,0,34,0,0,0,11,0,3,0,0
0,0,67,0,0,0,6,0,0,0,0
0,0,48,0,0,0,6,0,0,0,4
0,0,47,0,0,0,30,0,11,0,0
0,0,68,0,0,0,11,0,0,0,0
0,0,71,1,0,0,22,0,14,0,0
0,0,27,0,0,0,15,0,0,0,0
0,0,58,0,0,0,5,0,0,0,0
0,0,63,0,0,0,13,0,3,0,0
0,0,45,0,0,0,18,0,3,0,9
0,0,43,0,0,0,5,2,0,0,4
0,0,52,0,0,0,18,0,0,0,14
0,0,47,0,0,0,8,0,0,0,4
0,0,53,0,0,0,8,0,1,0,0
0,0,53,0,0,0,10,0,1,0,0
0,0,64,0,0,0,13,0,1,0,4
0,0,62,1,1,0,22,0,5,0,4
0,0,68,0,0,0,25,0,3,0,0
0,0,38,0,0,0,15,0,1,0,9
0,0,38,0,0,0,5,0,0,0,14
0,0,61,0,0,0,10,0,1,0,0
0,0,22,0,0,0,3,0,0,1,0
0,0,25,0,0,0,17,0,1,0,9
0,0,38,0,0,0,1,0,0,0,0
0,0,30,0,0,0,6,0,1,0,0
0,0,35,0,0,0,15,0,3,0,14
0,0,58,0,0,0,17,0,1,0,0
0,0,45,1,0,0,10,0,0,0,14
0,0,36,1,0,0,29,0,3,0,0
0,0,52,0,0,0,35,0,1,0,0
0,0,39,0,0,0,17,0,3,0,4
0,0,60,0,0,0,46,0,7,0,0
0,0,71,1,0,0,11,0,1,0,0
0,0,59,0,0,0,15,0,1,0,9
0,0,48,0,0,0,11,0,1,0,0
0,0,35,0,0,0,25,0,7,0,0
0,0,51,0,0,0,20,0,1,0,4
0,0,54,0,1,0,8,0,3,0,0
0,0,63,0,1,0,11,0,1,0,0
0,0,56,0,1,0,13,0,3,0,0
0,0,59,0,0,0,29,0,3,0,0
0,0,42,0,1,0,17,0,3,0,0
0,0,79,0,0,0,5,0,0,0,0
0,0,53,1,0,0,17,0,1,0,0
0,0,51,1,0,0,25,0,12,0,0
0,0,54,0,0,0,5,0,0,0,0
0,0,39,0,0,0,11,1,1,0,19
0,0,36,0,0,0,6,0,0,0,0
0,0,29,0,0,0,6,0,1,0,4
0,0,54,0,0,0,15,0,0,0,0
0,0,49,0,0,0,23,0,1,0,0
0,0,78,0,0,0,3,0,0,0,0
0,0,56,0,0,0,18,0,1,0,4
0,0,63,1,0,0,15,0,0,0,0
0,0,55,0,0,0,42,0,1,0,4
0,0,21,1,0,0,5,0,0,1,0
0,0,45,0,0,0,15,0,1,0,0
0,0,38,0,0,0,13,0,1,0,14
0,0,41,0,0,0,6,0,1,0,0
0,0,35,0,0,0,6,0,1,0,0
0,0,55,1,0,0,8,0,0,0,0
0,0,61,0,0,0,17,0,1,0,0
0,0,55,0,0,0,22,0,0,0,0
0,0,52,0,0,0,6,0,1,0,0
0,0,58,1,0,0,10,0,0,0,0
0,0,62,0,0,0,30,0,3,0,0
0,0,45,0,0,0,10,0,1,0,9
0,0,42,3,0,0,5,0,0,1,0
0,0,30,0,0,0,10,0,3,0,0
0,0,39,1,0,0,10,0,1,0,0
0,0,71,0,0,0,11,0,0,0,4
0,0,57,0,0,0,17,0,3,0,0
0,0,69,0,0,0,20,0,7,0,0
0,0,52,0,0,0,18,0,1,0,14
0,0,62,0,0,0,10,0,0,0,0
0,0,34,0,0,0,3,0,0,0,0
0,0,61,0,0,0,15,0,3,0,4
0,0,69,1,0,0,32,0,1,0,0
0,0,33,0,0,0,13,0,3,0,14
0,0,47,0,0,0,13,0,1,0,0
0,0,34,0,0,0,23,0,3,0,14
0,0,25,0,0,0,11,0,0,0,4
0,0,45,0,0,0,29,0,0,0,19
0,0,47,0,0,0,37,0,0,0,0
0,0,26,0,0,0,15,0,0,0,4
0,0,61,0,0,0,22,0,1,0,0
0,0,49,0,0,0,10,0,1,0,0
0,0,44,0,0,0,8,0,0,0,0
0,0,47,0,0,0,22,0,1,0,4
0,0,63,0,0,0,5,0,1,0,4
0,0,55,0,0,0,11,0,3,0,0
0,0,66,0,0,0,5,0,0,0,0
0,0,24,98,0,0,0,98,0,98,0
0,0,46,0,0,0,8,3,0,0,0
0,0,30,0,0,0,18,0,1,0,0
0,0,41,1,0,0,5,0,0,0,0
0,0,44,1,0,0,18,0,7,0,4
0,0,47,0,1,0,11,0,3,0,0
0,0,46,0,0,0,5,0,1,0,4
0,0,48,0,0,0,10,0,1,0,0
0,0,59,0,0,0,13,0,1,0,0
0,0,48,0,0,0,8,0,0,0,14
0,0,75,0,0,0,5,0,1,0,0
0,0,53,1,0,0,1,0,1,0,0
0,0,49,0,0,0,11,0,1,0,0
0,0,55,0,0,0,6,0,0,0,0
0,0,34,0,0,0,22,0,1,0,4
0,0,38,0,0,0,8,0,3,0,0
0,0,39,0,0,0,10,0,0,0,0
0,0,30,0,0,0,5,0,1,0,0
0,0,39,0,0,0,0,1,0,0,0
0,0,24,0,0,0,6,0,0,0,0
0,0,21,0,0,0,5,0,0,0,0
0,0,46,0,0,0,13,0,1,0,29
0,0,33,0,0,0,10,0,0,0,0
0,0,30,0,0,0,10,0,0,0,0
0,0,42,0,0,0,25,0,3,0,0
0,0,58,0,0,0,11,0,0,0,0
0,0,40,0,0,0,6,0,1,0,0
0,0,27,0,0,0,10,0,3,0,4
0,0,68,0,0,0,8,0,0,0,0
0,0,42,0,0,0,17,0,1,0,0
0,0,43,1,0,0,30,0,3,0,4
0,0,45,1,0,0,27,0,1,0,14
0,0,36,0,0,0,23,0,5,0,4
0,0,35,0,0,0,3,0,0,0,0
0,0,34,0,0,0,11,0,1,0,9
0,0,39,1,0,0,6,1,0,2,14
0,0,51,0,0,0,13,0,1,0,0
0,0,40,0,0,0,15,0,1,0,0
0,0,69,0,0,0,5,0,0,0,0
0,0,43,0,0,0,29,0,3,0,0
0,0,43,0,0,0,15,0,1,0,0
0,0,21,0,0,0,0,0,0,0,0
0,0,40,0,0,0,23,0,1,0,14
0,0,22,0,0,0,17,0,0,0,0
0,0,45,0,0,0,30,0,5,0,4
0,0,41,0,0,0,6,0,0,0,9
0,0,32,0,0,0,17,0,3,0,0
0,0,60,0,0,0,20,0,1,0,0
0,0,40,0,0,0,23,0,0,0,0
0,0,21,0,0,0,3,0,0,0,0
0,0,35,0,0,0,5,0,3,0,24
0,0,59,0,0,0,23,0,1,0,4
0,0,46,0,0,0,8,0,3,0,9
0,0,30,0,0,0,3,0,0,0,0
0,0,28,0,0,0,5,0,1,0,9
0,0,54,0,0,0,32,0,3,0,9
0,0,32,0,0,0,13,0,1,0,4
0,0,25,0,0,0,6,0,0,0,4
0,0,59,0,0,0,5,0,0,0,0
0,0,39,0,0,0,15,0,3,0,9
0,0,69,0,0,0,10,0,1,0,0
0,0,64,1,0,0,10,0,3,0,4
0,0,60,0,0,0,15,0,1,0,0
0,0,39,0,0,0,8,0,1,0,9
0,0,43,0,0,0,8,0,0,0,0
0,0,29,0,0,0,13,0,0,0,4
0,0,39,0,0,0,17,0,1,0,9
0,0,44,1,0,0,6,0,0,0,4
0,0,32,0,0,0,17,0,5,0,9
0,0,51,1,0,0,10,0,1,0,9
0,0,34,0,0,0,17,0,3,0,0
0,0,81,0,0,0,13,0,1,0,4
0,0,24,0,0,0,6,0,0,0,4
0,0,66,0,0,0,11,0,1,0,0
0,0,54,0,0,0,11,0,1,0,0
0,0,50,0,0,0,10,0,3,0,0
0,0,59,0,0,0,8,0,0,0,0
0,0,56,1,0,0,32,0,1,0,4
0,0,58,0,0,0,10,0,0,0,0
0,0,38,0,0,0,6,0,0,0,14
0,0,22,1,0,0,15,0,0,0,0
0,0,69,0,0,0,6,0,0,0,0
0,0,41,0,0,0,20,0,5,0,0
0,0,34,0,0,0,17,0,3,0,4
0,0,73,0,0,0,11,0,0,0,0
0,0,79,0,0,0,27,0,0,0,0
0,0,32,0,0,0,8,0,3,0,0
0,0,69,0,0,0,22,0,1,0,0
0,0,36,0,0,0,10,0,1,0,0
0,0,47,0,1,0,18,0,3,0,4
0,0,55,0,0,0,27,0,1,0,4
0,0,45,0,0,0,20,0,3,0,9
0,2,32,0,0,0,6,0,1,0,4
0,0,57,0,1,0,29,0,5,0,0
0,0,47,0,0,0,13,0,1,0,4
0,0,61,1,0,0,11,0,1,0,4
0,0,30,0,0,0,18,0,1,0,4
0,0,39,0,0,0,29,0,3,0,24
0,0,67,0,0,0,18,0,3,0,0
0,0,49,0,0,0,6,0,3,0,0
0,0,49,0,0,0,10,0,0,0,0
0,0,24,0,0,0,8,0,0,0,0
0,0,52,0,0,0,13,0,1,0,4
0,0,67,0,0,0,17,0,1,0,0
0,0,25,0,0,0,3,0,0,0,0
0,0,49,0,0,0,13,0,0,0,24
0,0,45,0,0,0,11,0,1,0,19
0,0,34,0,0,0,30,0,1,0,0
0,0,75,0,0,0,15,0,1,0,0
0,0,48,0,0,0,20,0,0,0,0
0,0,28,0,0,0,6,0,0,0,0
0,0,58,0,0,0,17,0,0,0,0
0,0,39,0,1,0,18,0,3,0,0
0,0,58,1,0,0,20,0,0,0,0
0,0,34,3,0,0,20,0,1,0,19
0,0,69,0,0,0,15,0,1,0,0
0,0,33,0,0,0,27,0,3,0,9
0,0,45,0,0,0,6,0,1,0,0
0,0,76,0,0,0,8,0,0,0,0
0,0,57,0,0,0,20,0,1,0,0
0,0,41,1,0,0,17,0,5,0,9
0,0,27,0,0,0,5,0,0,0,0
0,0,64,0,0,0,23,0,1,0,0
0,0,70,0,0,0,30,0,3,0,4
0,0,55,0,0,0,23,0,0,0,0
0,0,39,1,0,0,18,0,0,0,0
0,0,27,0,0,0,10,0,1,0,0
0,0,29,0,0,0,25,0,1,0,0
0,0,29,0,0,0,13,0,1,0,0
0,0,32,0,0,0,6,0,1,0,0
0,0,51,0,0,0,22,0,1,0,4
0,0,56,0,0,0,22,0,1,0,0
0,0,58,0,0,0,5,0,0,0,0
0,0,62,0,0,0,27,0,3,0,4
0,0,40,0,0,0,13,0,3,0,0
0,0,49,0,0,0,8,0,0,0,14
0,0,48,0,1,0,11,0,1,0,0
0,0,64,0,0,0,23,0,3,0,0
0,0,51,0,0,0,10,1,1,0,0
0,0,56,2,0,0,17,0,1,0,0
0,0,66,0,0,0,32,0,0,0,4
0,0,44,0,0,0,10,0,3,0,0
0,0,52,1,0,0,3,0,0,0,19
0,0,39,0,0,0,10,0,3,0,0
0,0,34,0,0,0,8,0,1,0,0
0,0,37,2,0,0,8,0,0,1,9
0,0,41,0,0,0,20,0,0,0,0
0,0,24,0,0,0,6,0,0,0,0
0,0,46,0,0,0,29,0,3,0,9
0,0,39,0,0,0,6,0,0,0,0
0,0,33,0,0,0,8,0,3,0,0
0,0,49,0,0,0,32,0,1,0,9
0,0,80,0,0,0,17,0,0,0,0
0,0,62,0,0,0,17,0,1,0,4
0,0,32,0,0,0,11,0,0,0,4
0,0,40,0,0,0,6,0,0,0,0
0,0,39,1,0,0,17,0,0,0,4
0,0,29,0,0,0,17,0,3,0,0
0,0,45,0,0,0,18,0,3,0,9
0,0,47,0,0,0,10,0,3,0,9
0,0,44,0,0,0,10,0,1,0,4
0,0,47,1,0,0,11,0,3,0,0
0,0,42,1,0,0,23,0,1,0,0
0,0,45,0,0,0,10,0,1,0,0
0,0,29,0,0,0,10,0,0,0,0
0,0,47,0,0,0,15,0,3,0,9
0,0,39,0,0,0,13,0,3,0,4
0,0,56,2,0,0,15,0,1,0,0
0,0,59,0,0,0,8,0,1,0,0
0,0,32,0,0,0,6,0,0,1,14
0,0,49,0,0,0,11,0,5,0,0
0,0,61,0,0,0,6,0,0,0,0
0,0,53,0,0,0,10,0,0,0,0
0,0,64,0,0,0,5,0,0,0,0
0,0,73,0,0,0,11,0,0,0,0
0,0,59,0,0,0,10,0,0,0,0
0,0,76,0,0,0,8,0,0,0,0
0,0,45,0,0,0,15,0,7,0,4
0,0,22,0,0,0,10,0,0,0,0
0,0,48,0,0,0,3,0,0,0,0
0,0,57,0,0,0,23,0,0,0,0
0,0,64,1,0,0,15,0,5,0,0
0,0,44,0,0,0,6,0,0,0,0
0,0,31,0,0,0,34,0,3,0,14
0,0,48,0,0,0,5,0,0,0,0
0,0,58,0,0,0,11,0,3,0,4
0,0,34,0,0,0,8,0,3,0,4
0,0,57,0,0,0,27,0,1,0,0
0,0,39,0,0,0,18,0,3,0,14
0,0,22,0,0,0,18,0,0,0,19
0,0,36,0,0,0,10,0,0,0,0
0,0,29,0,0,0,8,0,1,0,4
0,0,59,0,0,0,8,0,0,0,0
0,0,38,0,0,0,6,0,0,0,4
0,0,33,0,0,0,13,0,3,0,0
0,0,21,98,0,0,0,98,0,98,0
0,0,60,0,0,0,15,0,3,0,0
0,0,49,0,0,0,17,0,3,0,0
0,0,37,0,0,0,11,0,3,0,9
0,0,72,0,0,0,15,0,1,0,4
0,0,47,0,0,0,6,0,1,0,0
0,0,29,0,0,0,13,0,0,0,9
0,0,39,0,0,0,15,0,3,0,14
0,0,59,0,0,0,3,0,1,0,4
0,0,47,0,0,0,17,0,1,0,0
0,0,31,0,0,0,1,0,0,1,9
0,0,47,0,0,0,0,1,0,0,4
0,0,55,0,1,0,10,0,1,0,9
0,0,51,0,0,0,30,0,1,0,14
0,0,49,0,0,0,10,0,0,0,0
0,0,49,0,0,0,20,0,1,0,4
0,0,61,0,0,0,11,0,1,0,0
0,0,55,1,0,0,18,0,1,0,0
0,0,41,0,0,0,3,0,0,0,0
0,0,41,0,0,0,6,0,1,0,0
0,0,49,0,0,0,10,0,3,0,0
0,0,58,0,0,0,15,0,0,0,0
0,0,48,0,0,0,10,0,1,0,14
0,0,40,1,0,0,17,0,1,1,0
0,0,36,0,0,0,23,0,3,0,9
0,0,47,0,0,0,10,0,3,0,9
0,0,77,0,0,0,5,0,0,0,0
0,0,68,0,0,0,6,0,0,0,0
0,0,63,1,0,0,23,0,0,0,0
0,0,56,0,0,0,17,0,1,0,0
0,0,52,0,0,0,10,0,1,0,0
0,0,58,0,0,0,27,0,1,1,14
0,0,62,0,0,0,18,0,3,0,0
0,0,50,0,0,0,27,0,1,1,14
0,0,41,0,0,0,18,0,1,0,0
0,0,48,0,0,0,22,0,0,0,0
0,0,49,0,0,0,10,0,1,0,0
0,0,43,0,0,0,27,0,3,0,4
0,0,26,0,0,0,5,0,0,0,0
0,0,79,0,0,0,11,0,0,0,0
0,0,54,1,0,0,6,0,1,0,9
0,0,69,0,0,0,15,0,1,0,0
0,0,57,0,0,0,15,0,3,0,0
0,0,58,0,0,0,10,0,0,0,0
0,0,59,1,0,0,6,0,1,0,0
0,0,64,4,0,0,22,0,1,1,0
0,0,55,0,0,0,15,0,5,0,9
0,0,31,0,0,0,10,0,0,0,0
0,0,41,0,0,0,13,0,0,0,19
0,0,30,0,0,0,15,0,3,0,4
0,0,39,0,0,0,11,0,1,0,0
0,0,34,0,0,0,13,0,0,0,0
0,0,68,0,0,0,6,0,0,0,4
0,0,62,0,0,0,18,0,0,0,0
0,0,33,0,1,0,20,0,3,0,0
0,0,52,0,0,0,11,0,5,0,4
0,0,57,0,0,0,18,0,1,0,0
0,0,40,0,0,0,23,0,0,0,0
0,0,25,1,0,0,8,0,0,0,0
0,0,55,0,0,0,17,0,0,0,0
0,0,31,0,0,0,27,0,0,0,4
0,0,46,0,0,0,5,0,0,0,0
0,0,53,0,0,0,23,0,3,0,24
0,0,31,0,0,0,20,0,0,0,0
0,0,37,0,0,0,34,0,0,0,0
0,0,36,0,0,0,8,0,0,0,4
0,0,47,0,0,0,20,0,1,0,0
0,0,36,0,0,0,20,0,3,0,14
0,0,25,0,0,0,13,0,3,0,0
0,0,49,1,0,0,27,0,1,0,14
0,0,19,0,0,0,0,0,0,0,0
0,0,52,0,0,0,5,0,0,0,0
0,0,29,0,0,0,8,0,0,0,0
0,0,34,0,0,0,17,0,3,0,0
0,0,41,0,0,0,10,0,3,0,0
0,0,43,0,0,0,27,0,0,0,0
0,0,37,0,0,0,17,0,7,0,9
0,0,56,0,0,0,20,0,1,0,0
0,0,39,0,0,0,20,0,1,0,0
0,0,43,0,0,0,11,0,1,0,4
0,0,25,0,0,0,5,0,0,0,4
0,0,49,1,0,0,18,0,3,0,9
0,0,40,1,0,2,15,0,7,0,9
0,0,55,0,1,0,13,0,1,0,4
0,0,54,0,0,0,13,0,0,0,4
0,0,49,0,0,0,13,0,1,0,14
0,0,47,0,0,0,3,0,0,0,0
0,0,39,0,0,0,15,0,5,0,4
0,0,34,0,0,0,25,0,3,0,0
0,0,53,0,0,0,8,0,1,0,0
0,0,43,1,0,0,13,0,1,0,9
